discriminator_lr,epoch,generator_lr,knn_accuracy,step,train_discriminator_loss,train_generator_loss,validation_discriminator_accuracy,validation_discriminator_loss,validation_generator_loss
0.0003000000142492354,0,9.999999747378752e-05,,49,0.13781395554542542,0.7356982231140137,,,
0.0003000000142492354,0,9.999999747378752e-05,,99,0.19336554408073425,0.7568536996841431,,,
0.0003000000142492354,0,9.999999747378752e-05,,149,0.4119517505168915,0.34956949949264526,,,
0.0003000000142492354,0,9.999999747378752e-05,,199,0.3074387311935425,0.4594689905643463,,,
0.0003000000142492354,0,9.999999747378752e-05,,249,0.4897924065589905,0.5341172814369202,,,
0.0003000000142492354,0,9.999999747378752e-05,,299,0.30553826689720154,0.47368669509887695,,,
0.0003000000142492354,0,9.999999747378752e-05,,349,0.3985081911087036,0.4146297574043274,,,
0.0003000000142492354,0,9.999999747378752e-05,,399,0.28550034761428833,0.4525411128997803,,,
0.0003000000142492354,0,9.999999747378752e-05,,449,0.3944232761859894,0.5306825637817383,,,
,0,,0.2396516352891922,459,,,0.4997961125458747,0.40255042910575867,0.632271409034729
0.0003000000142492354,1,9.999999747378752e-05,,499,0.2554357051849365,0.5834363698959351,,,
0.0003000000142492354,1,9.999999747378752e-05,,549,0.4047751724720001,0.43205583095550537,,,
0.0003000000142492354,1,9.999999747378752e-05,,599,0.294619619846344,0.4733269214630127,,,
0.0003000000142492354,1,9.999999747378752e-05,,649,0.32028692960739136,0.5252892374992371,,,
0.0003000000142492354,1,9.999999747378752e-05,,699,0.2713000178337097,0.48436206579208374,,,
0.0003000000142492354,1,9.999999747378752e-05,,749,0.3746357262134552,0.4868435263633728,,,
0.0003000000142492354,1,9.999999747378752e-05,,799,0.2516747713088989,0.5340245366096497,,,
0.0003000000142492354,1,9.999999747378752e-05,,849,0.4329735040664673,0.4092428684234619,,,
0.0003000000142492354,1,9.999999747378752e-05,,899,0.2438313364982605,0.6130783557891846,,,
,1,,0.2500801980495453,919,,,0.601264102215577,0.2480262815952301,0.7387422919273376
0.0003000000142492354,2,9.999999747378752e-05,,949,0.29000675678253174,0.5036081075668335,,,
0.0003000000142492354,2,9.999999747378752e-05,,999,0.27917566895484924,0.6579962968826294,,,
0.0003000000142492354,2,9.999999747378752e-05,,1049,0.16726043820381165,0.7807244658470154,,,
0.0003000000142492354,2,9.999999747378752e-05,,1099,0.11167112737894058,0.761940598487854,,,
0.0003000000142492354,2,9.999999747378752e-05,,1149,0.09783466905355453,0.8748671412467957,,,
0.0003000000142492354,2,9.999999747378752e-05,,1199,0.07251359522342682,0.9204354286193848,,,
0.0003000000142492354,2,9.999999747378752e-05,,1249,0.08535211533308029,0.8231130838394165,,,
0.0003000000142492354,2,9.999999747378752e-05,,1299,0.07255169004201889,0.9909469485282898,,,
0.0003000000142492354,2,9.999999747378752e-05,,1349,0.03312966227531433,0.9761016964912415,,,
,2,,0.4758864939212799,1379,,,0.7872774228625798,0.15684139728546143,0.9655342698097229
0.0003000000142492354,3,9.999999747378752e-05,,1399,0.08132857829332352,0.8882635831832886,,,
0.0003000000142492354,3,9.999999747378752e-05,,1449,0.04685346782207489,0.8769088983535767,,,
0.0003000000142492354,3,9.999999747378752e-05,,1499,0.07227783650159836,0.9043861627578735,,,
0.0003000000142492354,3,9.999999747378752e-05,,1549,0.03486102074384689,0.939115047454834,,,
0.0003000000142492354,3,9.999999747378752e-05,,1599,0.07462671399116516,0.9354926943778992,,,
0.0003000000142492354,3,9.999999747378752e-05,,1649,0.07013872265815735,0.9641627669334412,,,
0.0003000000142492354,3,9.999999747378752e-05,,1699,0.06628461182117462,0.9048765897750854,,,
0.0003000000142492354,3,9.999999747378752e-05,,1749,0.12102092802524567,0.9321274757385254,,,
0.0003000000142492354,3,9.999999747378752e-05,,1799,0.08855333924293518,0.9008215665817261,,,
,3,,0.4659680128097534,1839,,,0.8797064020660595,0.1020340695977211,1.1472034454345703
0.0003000000142492354,4,9.999999747378752e-05,,1849,0.06514671444892883,0.9139219522476196,,,
0.0003000000142492354,4,9.999999747378752e-05,,1899,0.09351560473442078,0.9207398891448975,,,
0.0003000000142492354,4,9.999999747378752e-05,,1949,0.11685910820960999,0.9101405143737793,,,
0.0003000000142492354,4,9.999999747378752e-05,,1999,0.08114682137966156,0.928518533706665,,,
0.0003000000142492354,4,9.999999747378752e-05,,2049,0.05958618223667145,0.9743895530700684,,,
0.0003000000142492354,4,9.999999747378752e-05,,2099,0.049688421189785004,0.9341093301773071,,,
0.0003000000142492354,4,9.999999747378752e-05,,2149,0.0385223850607872,0.967860221862793,,,
0.0003000000142492354,4,9.999999747378752e-05,,2199,0.0415189191699028,0.9419965744018555,,,
0.0003000000142492354,4,9.999999747378752e-05,,2249,0.06526148319244385,0.9330432415008545,,,
0.0003000000142492354,4,9.999999747378752e-05,,2299,0.09184580296278,1.0143488645553589,,,
,4,,0.47327154874801636,2299,,,0.83260840016311,0.06967152655124664,1.0732766389846802
0.0003000000142492354,5,9.999999747378752e-05,,2349,0.08398202806711197,0.9966683387756348,,,
0.0003000000142492354,5,9.999999747378752e-05,,2399,0.08996498584747314,0.8172569870948792,,,
0.0003000000142492354,5,9.999999747378752e-05,,2449,0.07275155931711197,0.8775396347045898,,,
0.0003000000142492354,5,9.999999747378752e-05,,2499,0.14143988490104675,0.8422346115112305,,,
0.0003000000142492354,5,9.999999747378752e-05,,2549,0.08521787077188492,0.9886383414268494,,,
0.0003000000142492354,5,9.999999747378752e-05,,2599,0.09441383928060532,0.7805936932563782,,,
0.0003000000142492354,5,9.999999747378752e-05,,2649,0.11563381552696228,0.8747185468673706,,,
0.0003000000142492354,5,9.999999747378752e-05,,2699,0.09520582109689713,0.7353455424308777,,,
0.0003000000142492354,5,9.999999747378752e-05,,2749,0.1262337863445282,0.8158262968063354,,,
,5,,0.4935228228569031,2759,,,0.5599429115128449,0.12808004021644592,0.7653184533119202
0.0003000000142492354,6,9.999999747378752e-05,,2799,0.14156538248062134,0.8716244697570801,,,
0.0003000000142492354,6,9.999999747378752e-05,,2849,0.13191330432891846,0.8160017728805542,,,
0.0003000000142492354,6,9.999999747378752e-05,,2899,0.11052989214658737,0.8153541684150696,,,
0.0003000000142492354,6,9.999999747378752e-05,,2949,0.11461809277534485,0.8308875560760498,,,
0.0003000000142492354,6,9.999999747378752e-05,,2999,0.1029379665851593,0.8706163167953491,,,
0.0003000000142492354,6,9.999999747378752e-05,,3049,0.08783542364835739,0.8478472232818604,,,
0.0003000000142492354,6,9.999999747378752e-05,,3099,0.07165536284446716,0.8506993651390076,,,
0.0003000000142492354,6,9.999999747378752e-05,,3149,0.108597531914711,0.8796225190162659,,,
0.0003000000142492354,6,9.999999747378752e-05,,3199,0.10083769261837006,0.863032341003418,,,
,6,,0.48698103427886963,3219,,,0.7725975261655567,0.058883219957351685,0.9561930894851685
0.0003000000142492354,7,9.999999747378752e-05,,3249,0.06236060708761215,0.9081050157546997,,,
0.0003000000142492354,7,9.999999747378752e-05,,3299,0.035675086081027985,0.8360540866851807,,,
0.0003000000142492354,7,9.999999747378752e-05,,3349,0.06745221465826035,0.9050184488296509,,,
0.0003000000142492354,7,9.999999747378752e-05,,3399,0.07303326576948166,1.0322961807250977,,,
0.0003000000142492354,7,9.999999747378752e-05,,3449,0.04030318185687065,0.9695158004760742,,,
0.0003000000142492354,7,9.999999747378752e-05,,3499,0.06750621646642685,0.9234071969985962,,,
0.0003000000142492354,7,9.999999747378752e-05,,3549,0.05783817917108536,0.928591251373291,,,
0.0003000000142492354,7,9.999999747378752e-05,,3599,0.06554363667964935,0.8942424654960632,,,
0.0003000000142492354,7,9.999999747378752e-05,,3649,0.04517125338315964,0.9133535027503967,,,
,7,,0.4965052604675293,3679,,,0.6784015223596574,0.05906376987695694,0.8824121952056885
0.0003000000142492354,8,9.999999747378752e-05,,3699,0.08572923392057419,0.8706424236297607,,,
0.0003000000142492354,8,9.999999747378752e-05,,3749,0.041048623621463776,0.9102181792259216,,,
0.0003000000142492354,8,9.999999747378752e-05,,3799,0.09935205429792404,0.884925127029419,,,
0.0003000000142492354,8,9.999999747378752e-05,,3849,0.019284948706626892,0.8981385827064514,,,
0.0003000000142492354,8,9.999999747378752e-05,,3899,0.08071096241474152,0.8532254695892334,,,
0.0003000000142492354,8,9.999999747378752e-05,,3949,0.026150789111852646,0.9387131929397583,,,
0.0003000000142492354,8,9.999999747378752e-05,,3999,0.04192401096224785,0.9577082395553589,,,
0.0003000000142492354,8,9.999999747378752e-05,,4049,0.07810933142900467,0.9230316281318665,,,
0.0003000000142492354,8,9.999999747378752e-05,,4099,0.0661730244755745,0.9216744899749756,,,
,8,,0.4919124245643616,4139,,,0.5294957183634633,0.3200467526912689,0.5036002993583679
0.0003000000142492354,9,9.999999747378752e-05,,4149,0.07780864834785461,0.9424291849136353,,,
0.0003000000142492354,9,9.999999747378752e-05,,4199,0.08355482667684555,0.8533597588539124,,,
0.0003000000142492354,9,9.999999747378752e-05,,4249,0.04490487650036812,0.884984016418457,,,
0.0003000000142492354,9,9.999999747378752e-05,,4299,0.06009789928793907,0.9354827404022217,,,
0.0003000000142492354,9,9.999999747378752e-05,,4349,0.05080777406692505,0.9388249516487122,,,
0.0003000000142492354,9,9.999999747378752e-05,,4399,0.08071184903383255,0.907187819480896,,,
0.0003000000142492354,9,9.999999747378752e-05,,4449,0.11962222307920456,0.8865800499916077,,,
0.0003000000142492354,9,9.999999747378752e-05,,4499,0.05673784762620926,0.973874568939209,,,
0.0003000000142492354,9,9.999999747378752e-05,,4549,0.03407266363501549,0.9651216268539429,,,
0.0003000000142492354,9,9.999999747378752e-05,,4599,0.056661125272512436,0.9678641557693481,,,
,9,,0.496518611907959,4599,,,0.5042816365366318,0.7231451869010925,0.20382057130336761
0.0003000000142492354,10,9.999999747378752e-05,,4649,0.07034105062484741,0.977742075920105,,,
0.0003000000142492354,10,9.999999747378752e-05,,4699,0.03012949973344803,0.9377616047859192,,,
0.0003000000142492354,10,9.999999747378752e-05,,4749,0.08389033377170563,0.9527847766876221,,,
0.0003000000142492354,10,9.999999747378752e-05,,4799,0.05548662319779396,0.9374274015426636,,,
0.0003000000142492354,10,9.999999747378752e-05,,4849,0.07718474417924881,0.9144064784049988,,,
0.0003000000142492354,10,9.999999747378752e-05,,4899,0.10592552274465561,0.9228570461273193,,,
0.0003000000142492354,10,9.999999747378752e-05,,4949,0.041875049471855164,0.8804794549942017,,,
0.0003000000142492354,10,9.999999747378752e-05,,4999,0.037086889147758484,0.8960347175598145,,,
0.0003000000142492354,10,9.999999747378752e-05,,5049,0.10152027010917664,0.9001961350440979,,,
,10,,0.48550650477409363,5059,,,0.4997961125458747,0.8288173675537109,0.13013654947280884
0.0003000000142492354,11,9.999999747378752e-05,,5099,0.053293537348508835,0.94243323802948,,,
0.0003000000142492354,11,9.999999747378752e-05,,5149,0.050736092031002045,0.8638699054718018,,,
0.0003000000142492354,11,9.999999747378752e-05,,5199,0.0543617308139801,0.8340896964073181,,,
0.0003000000142492354,11,9.999999747378752e-05,,5249,0.06260552257299423,0.9293725490570068,,,
0.0003000000142492354,11,9.999999747378752e-05,,5299,0.04787648096680641,0.8538770079612732,,,
0.0003000000142492354,11,9.999999747378752e-05,,5349,0.05877469852566719,0.8235892057418823,,,
0.0003000000142492354,11,9.999999747378752e-05,,5399,0.07325354963541031,0.9098747372627258,,,
0.0003000000142492354,11,9.999999747378752e-05,,5449,0.09597835689783096,0.8905085921287537,,,
0.0003000000142492354,11,9.999999747378752e-05,,5499,0.07944251596927643,0.8527384400367737,,,
,11,,0.496246874332428,5519,,,0.4997281500611662,0.6248549222946167,0.22714535892009735
0.0003000000142492354,12,9.999999747378752e-05,,5549,0.10289695113897324,0.8781107068061829,,,
0.0003000000142492354,12,9.999999747378752e-05,,5599,0.1039801836013794,0.9554835557937622,,,
0.0003000000142492354,12,9.999999747378752e-05,,5649,0.09424959123134613,1.002128005027771,,,
0.0003000000142492354,12,9.999999747378752e-05,,5699,0.061831213533878326,0.9015980362892151,,,
0.0003000000142492354,12,9.999999747378752e-05,,5749,0.07134083658456802,0.9187531471252441,,,
0.0003000000142492354,12,9.999999747378752e-05,,5799,0.062175311148166656,0.8511179089546204,,,
0.0003000000142492354,12,9.999999747378752e-05,,5849,0.04117119684815407,0.929277777671814,,,
0.0003000000142492354,12,9.999999747378752e-05,,5899,0.08234736323356628,0.940707266330719,,,
0.0003000000142492354,12,9.999999747378752e-05,,5949,0.03800036013126373,0.9113034009933472,,,
,12,,0.4959617853164673,5979,,,0.5103982601603915,0.38443562388420105,0.411786288022995
0.0003000000142492354,13,9.999999747378752e-05,,5999,0.04696768522262573,0.8929769992828369,,,
0.0003000000142492354,13,9.999999747378752e-05,,6049,0.04374769330024719,0.9538437128067017,,,
