epoch,knn_accuracy,step,train_discriminator_loss,train_generator_loss,validation_discriminator_accuracy,validation_discriminator_loss,validation_generator_loss
0,,49,0.3458959460258484,0.5566635131835938,,,
0,,99,0.49809110164642334,0.5849549174308777,,,
0,,149,0.4213607907295227,0.38156208395957947,,,
0,,199,0.4517572820186615,0.32624009251594543,,,
0,,249,0.23788756132125854,0.6454862356185913,,,
0,,299,0.41637104749679565,0.4139145016670227,,,
0,,349,0.2942374646663666,0.5141667723655701,,,
0,,399,0.30033954977989197,0.4315694272518158,,,
0,,449,0.3406282067298889,0.4779787063598633,,,
0,0.23268219828605652,459,,,0.4999320375152916,0.3667936623096466,0.5554074645042419
1,,499,0.3718409538269043,0.4733228087425232,,,
1,,549,0.28882914781570435,0.5395371913909912,,,
1,,599,0.3895573318004608,0.46863874793052673,,,
1,,649,0.25995364785194397,0.5000370740890503,,,
1,,699,0.41606152057647705,0.47689181566238403,,,
1,,749,0.3325752019882202,0.47559434175491333,,,
1,,799,0.3396686315536499,0.4747362434864044,,,
1,,849,0.2496453821659088,0.6434767246246338,,,
1,,899,0.23551872372627258,0.5924283266067505,,,
1,0.24057599902153015,919,,,0.6813239092021204,0.15974664688110352,0.8664160370826721
2,,949,0.2385999709367752,0.5475506782531738,,,
2,,999,0.20936673879623413,0.6191294193267822,,,
2,,1049,0.3926455080509186,0.43224284052848816,,,
2,,1099,0.208372101187706,0.6849358081817627,,,
2,,1149,0.28968608379364014,0.5205907821655273,,,
2,,1199,0.22618567943572998,0.7732210159301758,,,
2,,1249,0.1678445190191269,0.7846357822418213,,,
2,,1299,0.12002834677696228,0.8774937987327576,,,
2,,1349,0.06183888763189316,0.9048734903335571,,,
2,0.4667564928531647,1379,,,0.5552535000679625,0.7385573983192444,0.2692112624645233
3,,1399,0.09407170116901398,0.815160870552063,,,
3,,1449,0.055735521018505096,0.8742063641548157,,,
3,,1499,0.05909426510334015,0.8498456478118896,,,
3,,1549,0.07462810724973679,0.8891123533248901,,,
3,,1599,0.032575204968452454,0.9419190883636475,,,
3,,1649,0.06483965367078781,0.929582417011261,,,
3,,1699,0.0639541894197464,0.9339721202850342,,,
3,,1749,0.0609002523124218,0.9311287999153137,,,
3,,1799,0.03726008161902428,0.8737892508506775,,,
3,0.4664914608001709,1839,,,0.7603642789180373,0.18687704205513,0.8675940036773682
4,,1849,0.03561047092080116,0.9904788732528687,,,
4,,1899,0.057002533227205276,0.9760380983352661,,,
4,,1949,0.04228098690509796,0.9810245633125305,,,
4,,1999,0.02853301540017128,0.9464058876037598,,,
4,,2049,0.036303918808698654,0.9580267667770386,,,
4,,2099,0.031875260174274445,0.926607608795166,,,
4,,2149,0.025352181866765022,0.9513368010520935,,,
4,,2199,0.04085959494113922,0.9701678156852722,,,
4,,2249,0.029695747420191765,0.9688493013381958,,,
4,,2299,0.03590105473995209,0.969938337802887,,,
4,0.4537063539028168,2299,,,0.9563680848171809,0.04948555305600166,1.2146474123001099
5,,2349,0.027383191511034966,0.9186924695968628,,,
5,,2399,0.03567790240049362,0.9383867979049683,,,
5,,2449,0.01888192445039749,1.0022923946380615,,,
5,,2499,0.027647314593195915,0.9641706943511963,,,
5,,2549,0.026271115988492966,0.9677891731262207,,,
5,,2599,0.044763918966054916,0.9289757013320923,,,
5,,2649,0.022266041487455368,1.032435655593872,,,
5,,2699,0.01772065833210945,0.9369866847991943,,,
5,,2749,0.020274227485060692,0.9865854978561401,,,
5,0.4571097791194916,2759,,,0.9745140682343346,0.0320107601583004,1.1661442518234253
6,,2799,0.020460214465856552,1.0017778873443604,,,
6,,2849,0.030201353132724762,0.984676718711853,,,
6,,2899,0.02671695500612259,0.9544216990470886,,,
6,,2949,0.04669763147830963,0.8704814910888672,,,
6,,2999,0.05322536081075668,0.9276015758514404,,,
6,,3049,0.06351985037326813,0.9118833541870117,,,
6,,3099,0.03263527527451515,0.9592820405960083,,,
6,,3149,0.052293747663497925,0.9694914817810059,,,
6,,3199,0.03204961121082306,0.8858842849731445,,,
6,0.4963827431201935,3219,,,0.9658148701916542,0.03641539812088013,1.1740894317626953
7,,3249,0.028576679527759552,0.916618287563324,,,
7,,3299,0.01998290605843067,0.9925658702850342,,,
7,,3349,0.017166556790471077,0.9772087335586548,,,
7,,3399,0.028651228174567223,0.9958509206771851,,,
7,,3449,0.02033171057701111,0.8991336226463318,,,
7,,3499,0.03629511222243309,0.9690557718276978,,,
7,,3549,0.03490063175559044,0.982660710811615,,,
7,,3599,0.04584474116563797,0.9436367750167847,,,
7,,3649,0.04462836682796478,0.897310733795166,,,
7,0.49596846103668213,3679,,,0.6366045942639663,0.07416404783725739,0.8720227479934692
8,,3699,0.05875835195183754,0.9125382304191589,,,
8,,3749,0.1376202553510666,0.8208985328674316,,,
8,,3799,0.16090679168701172,0.8177791833877563,,,
8,,3849,0.21470589935779572,0.8881409168243408,,,
8,,3899,0.09784618765115738,0.852526068687439,,,
8,,3949,0.1262395679950714,0.8602540493011475,,,
8,,3999,0.08786851167678833,0.8678832054138184,,,
8,,4049,0.02414410188794136,0.9498604536056519,,,
8,,4099,0.049998775124549866,0.9499212503433228,,,
8,0.5003964900970459,4139,,,0.7104798151420416,0.10164523124694824,0.868765652179718
9,,4149,0.07506415992975235,0.9077272415161133,,,
9,,4199,0.07028292119503021,0.8463887572288513,,,
9,,4249,0.06755378097295761,0.8937526941299438,,,
9,,4299,0.10037475824356079,0.9039639234542847,,,
9,,4349,0.07404395937919617,0.9976711273193359,,,
9,,4399,0.07859134674072266,0.9226359128952026,,,
9,,4449,0.05607537180185318,0.9488549828529358,,,
9,,4499,0.03988564386963844,0.8921602368354797,,,
9,,4549,0.0977352038025856,0.957638144493103,,,
9,,4599,0.030909333378076553,0.9626219272613525,,,
9,0.49509087204933167,4599,,,0.7859861356531195,0.049695566296577454,0.952667772769928
10,,4649,0.09308025985956192,0.9263314604759216,,,
10,,4699,0.04723910987377167,0.9726419448852539,,,
10,,4749,0.05694722384214401,0.9264686107635498,,,
10,,4799,0.03991582617163658,0.9238491058349609,,,
10,,4849,0.08143593370914459,0.9164129495620728,,,
10,,4899,0.05525265634059906,0.9034842848777771,,,
10,,4949,0.03170330077409744,0.9174474477767944,,,
10,,4999,0.03455576300621033,0.9056856036186218,,,
10,,5049,0.03599899262189865,0.9750483632087708,,,
10,0.5090720653533936,5059,,,0.5485931765665353,0.16300760209560394,0.6551874876022339
11,,5099,0.06158510595560074,0.9631733894348145,,,
11,,5149,0.03792622685432434,1.0153801441192627,,,
11,,5199,0.036092691123485565,0.9346374273300171,,,
11,,5249,0.02195010334253311,0.9671807289123535,,,
11,,5299,0.036195166409015656,0.9034813642501831,,,
11,,5349,0.07718157768249512,0.9586262702941895,,,
11,,5399,0.051342301070690155,0.9254592657089233,,,
11,,5449,0.049202993512153625,0.9429225921630859,,,
11,,5499,0.027708441019058228,0.9983246326446533,,,
11,0.5234541893005371,5519,,,0.5148158216664401,0.3049328029155731,0.48726993799209595
12,,5549,0.03700270503759384,0.9808363318443298,,,
12,,5599,0.05972510576248169,0.8899540305137634,,,
