epoch,step,train_discriminator_loss,train_generator_loss,validation_discriminator_accuracy,validation_discriminator_loss,validation_generator_loss
0,49,0.4522542953491211,0.5366674661636353,,,
0,99,0.4898335039615631,0.4144781529903412,,,
0,149,0.32190677523612976,0.44023773074150085,,,
0,199,0.432330846786499,0.4975365400314331,,,
0,249,0.36986714601516724,0.428056925535202,,,
0,299,0.2834540903568268,0.5951837301254272,,,
0,349,0.30766424536705017,0.41307854652404785,,,
0,399,0.251723051071167,0.7166051864624023,,,
0,449,0.312868595123291,0.5475491285324097,,,
0,459,,,0.4999320375152916,0.22522124648094177,0.733689546585083
1,499,0.503509521484375,0.6016716361045837,,,
1,549,0.2596876919269562,0.4456336796283722,,,
1,599,0.35528457164764404,0.44121867418289185,,,
1,649,0.3613460659980774,0.37395909428596497,,,
1,699,0.3224123418331146,0.5915371775627136,,,
1,749,0.44576579332351685,0.4706684350967407,,,
1,799,0.32768675684928894,0.42151835560798645,,,
1,849,0.29954594373703003,0.5681051015853882,,,
1,899,0.33504974842071533,0.477212131023407,,,
1,919,,,0.5,0.27457207441329956,0.627408504486084
2,949,0.24590325355529785,0.6518888473510742,,,
2,999,0.3537910580635071,0.37871628999710083,,,
2,1049,0.2144063115119934,0.597890317440033,,,
2,1099,0.4494771659374237,0.38174521923065186,,,
2,1149,0.28203967213630676,0.4880162477493286,,,
2,1199,0.2677006423473358,0.6336135268211365,,,
2,1249,0.433496356010437,0.5024803876876831,,,
2,1299,0.10017649829387665,0.8594684600830078,,,
2,1349,0.27282753586769104,0.5880078077316284,,,
2,1379,,,0.5919532418105206,0.22551654279232025,0.673008143901825
3,1399,0.08924534916877747,0.906799852848053,,,
3,1449,0.16301831603050232,0.8136440515518188,,,
3,1499,0.0630301982164383,0.9477012157440186,,,
3,1549,0.061578862369060516,0.9202320575714111,,,
3,1599,0.03914480656385422,0.9113707542419434,,,
3,1649,0.05126982554793358,0.9358369708061218,,,
3,1699,0.07115539908409119,0.9051111936569214,,,
3,1749,0.08082453906536102,0.870722234249115,,,
3,1799,0.0403384268283844,0.9959447383880615,,,
3,1839,,,0.8693081419056681,0.08799074590206146,1.1048855781555176
4,1849,0.040810585021972656,0.9483227729797363,,,
4,1899,0.03898908942937851,0.8939513564109802,,,
4,1949,0.058677442371845245,0.9724043011665344,,,
4,1999,0.0523432195186615,0.9877963066101074,,,
4,2049,0.08884935081005096,0.907331109046936,,,
4,2099,0.08541633188724518,0.9672209024429321,,,
4,2149,0.08525972068309784,0.9180210828781128,,,
4,2199,0.06062619760632515,0.9676098823547363,,,
4,2249,0.08258198201656342,0.8312234878540039,,,
4,2299,0.082191601395607,0.9671533703804016,,,
4,2299,,,0.9735625934484164,0.07479074597358704,1.2467337846755981
5,2349,0.05966377630829811,0.9643228054046631,,,
5,2399,0.07614526152610779,0.8987276554107666,,,
5,2449,0.06469869613647461,0.9173539876937866,,,
5,2499,0.06699354946613312,0.9827941060066223,,,
5,2549,0.070278100669384,0.9909613132476807,,,
5,2599,0.09881197661161423,0.9705045223236084,,,
5,2649,0.07869672030210495,0.9116255044937134,,,
5,2699,0.04414672777056694,0.9304690957069397,,,
5,2749,0.1214025467634201,0.8562780618667603,,,
5,2759,,,0.7284898735897785,0.09097632765769958,0.9387086033821106
6,2799,0.16582068800926208,0.742342472076416,,,
6,2849,0.09452854096889496,0.7981889247894287,,,
6,2899,0.12048116326332092,0.735572338104248,,,
6,2949,0.12040221691131592,0.8698360323905945,,,
6,2999,0.12467038631439209,0.7708994746208191,,,
6,3049,0.1379108726978302,0.6879642605781555,,,
6,3099,0.12884120643138885,0.795089840888977,,,
6,3149,0.13774347305297852,0.8934314250946045,,,
6,3199,0.14479811489582062,0.8618543744087219,,,
6,3219,,,0.80950115536224,0.09304920583963394,1.0333232879638672
7,3249,0.12324920296669006,0.8345087766647339,,,
7,3299,0.11815822124481201,0.8446982502937317,,,
7,3349,0.09529228508472443,0.7768020033836365,,,
7,3399,0.07555987685918808,0.8922896981239319,,,
7,3449,0.09144164621829987,0.8675767183303833,,,
7,3499,0.058178070932626724,0.8438942432403564,,,
7,3549,0.06509023904800415,0.9428412914276123,,,
7,3599,0.08032312989234924,0.867658257484436,,,
7,3649,0.08456451445817947,0.819373369216919,,,
7,3679,,,0.8201712654614652,0.09341294318437576,1.004223346710205
8,3699,0.06235448271036148,0.850131630897522,,,
8,3749,0.12891587615013123,0.7809149026870728,,,
8,3799,0.10236291587352753,0.8865552544593811,,,
8,3849,0.09517961740493774,0.8423203229904175,,,
8,3899,0.07838234305381775,0.9017255306243896,,,
8,3949,0.05629212409257889,0.8898906707763672,,,
8,3999,0.06413698196411133,0.8668036460876465,,,
8,4049,0.09610718488693237,0.898968517780304,,,
8,4099,0.07739263772964478,0.9088901877403259,,,
8,4139,,,0.6145847492184314,0.15473753213882446,0.7016648054122925
9,4149,0.08919946849346161,0.9328646063804626,,,
9,4199,0.06526744365692139,0.8804534077644348,,,
9,4249,0.06339448690414429,0.8532007932662964,,,
9,4299,0.06335482001304626,0.9569747447967529,,,
9,4349,0.07461649179458618,0.8509119749069214,,,
9,4399,0.040975943207740784,0.9661600589752197,,,
9,4449,0.03879674896597862,0.9291377067565918,,,
9,4499,0.03213544934988022,0.9282511472702026,,,
9,4549,0.0514315664768219,0.9092281460762024,,,
9,4599,0.0897999182343483,0.884491503238678,,,
9,4599,,,0.526981106429251,0.2885051965713501,0.45405712723731995
10,4649,0.06614992022514343,0.9098710417747498,,,
10,4699,0.04703659564256668,0.9652575850486755,,,
10,4749,0.04940328001976013,0.9780508279800415,,,
10,4799,0.03061305172741413,0.9463499784469604,,,
10,4849,0.085223488509655,0.9990832805633545,,,
10,4899,0.06955920904874802,0.9482636451721191,,,
10,4949,0.04178448021411896,0.9590519666671753,,,
10,4999,0.04334205761551857,0.996821403503418,,,
10,5049,0.01440531574189663,0.9232327938079834,,,
10,5059,,,0.5386026913143944,0.2113451212644577,0.5661408305168152
11,5099,0.058329515159130096,0.9564017653465271,,,
11,5149,0.03263156861066818,0.9486260414123535,,,
11,5199,0.03612283244729042,0.9396467208862305,,,
11,5249,0.02431333437561989,0.9694902896881104,,,
11,5299,0.029686469584703445,0.9635756611824036,,,
11,5349,0.02896966226398945,1.0014963150024414,,,
11,5399,0.05198654904961586,0.9694239497184753,,,
11,5449,0.03702282905578613,0.9372832179069519,,,
11,5499,0.03178530931472778,0.9010868668556213,,,
11,5519,,,0.666779937474514,0.06190338730812073,0.8501908779144287
12,5549,0.03740677982568741,1.0013751983642578,,,
12,5599,0.0199007336050272,0.9559580683708191,,,
12,5649,0.005401482805609703,0.9576097726821899,,,
12,5699,0.005253920331597328,1.0087058544158936,,,
12,5749,0.010224448516964912,0.9474248886108398,,,
12,5799,0.014654540456831455,1.005440592765808,,,
12,5849,0.0034735610242933035,0.9964101314544678,,,
12,5899,0.03429520130157471,0.9238112568855286,,,
12,5949,0.015798047184944153,0.9564611315727234,,,
12,5979,,,0.597254315617779,0.07231849431991577,0.8088446855545044
13,5999,0.008476221933960915,1.0056853294372559,,,
13,6049,0.014041852205991745,0.9641115665435791,,,
13,6099,0.019506286829710007,0.9885972738265991,,,
13,6149,0.02144540101289749,0.9884650707244873,,,
13,6199,0.03159302845597267,0.9872890710830688,,,
13,6249,0.010475880466401577,0.9303547143936157,,,
13,6299,0.03819886967539787,1.0188682079315186,,,
13,6349,0.008697554469108582,0.9629465341567993,,,
13,6399,0.015704557299613953,0.9609968662261963,,,
13,6439,,,0.7458203071904309,0.030086051672697067,0.9402585029602051
14,6449,0.02540871687233448,0.9630111455917358,,,
14,6499,0.013280059210956097,0.9790751934051514,,,
14,6549,0.005197320133447647,1.0091552734375,,,
14,6599,0.013189391233026981,0.9722217321395874,,,
14,6649,0.002606993541121483,0.9957906007766724,,,
14,6699,0.012994673103094101,1.0044522285461426,,,
14,6749,0.005205562803894281,0.9881819486618042,,,
14,6799,0.009497182443737984,0.972166121006012,,,
14,6849,0.01868397928774357,1.0025181770324707,,,
14,6899,0.012403695844113827,0.9903486967086792,,,
14,6899,,,0.8797064020660595,0.012282908894121647,1.0058393478393555
15,6949,0.01927105151116848,0.9919797778129578,,,
15,6999,0.0114120002835989,0.9568910598754883,,,
15,7049,0.011462613008916378,0.9845730066299438,,,
15,7099,0.017681250348687172,0.9632210731506348,,,
15,7149,0.0037698550149798393,0.988370418548584,,,
15,7199,0.007078140042722225,1.0033864974975586,,,
15,7249,0.005348862148821354,0.9656830430030823,,,
15,7299,0.0026566532906144857,0.9972431063652039,,,
15,7349,0.013139327056705952,0.9694685935974121,,,
15,7359,,,0.6173712110914775,0.04627865552902222,0.8936275839805603
16,7399,0.010265867225825787,0.9646713733673096,,,
16,7449,0.018360434100031853,1.009494662284851,,,
16,7499,0.01794089749455452,0.9879239797592163,,,
16,7549,0.001983471680432558,1.0093050003051758,,,
16,7599,0.01150869857519865,0.9560853242874146,,,
16,7649,0.003753925208002329,0.9831030964851379,,,
16,7699,0.006330464035272598,1.0182759761810303,,,
16,7749,0.029882904142141342,0.9879646897315979,,,
16,7799,0.00981377437710762,0.9736906290054321,,,
16,7819,,,0.8032486067690635,0.021569455042481422,0.9631986618041992
