discriminator_lr,epoch,generator_lr,step,train_discriminator_loss,train_generator_loss,validation_discriminator_accuracy,validation_discriminator_loss,validation_generator_loss
0.0003000000142492354,0,9.999999747378752e-05,49,0.16842496395111084,0.6774901151657104,,,
0.0003000000142492354,0,9.999999747378752e-05,99,0.5152723789215088,0.5948573350906372,,,
0.0003000000142492354,0,9.999999747378752e-05,149,0.33409541845321655,0.47049620747566223,,,
0.0003000000142492354,0,9.999999747378752e-05,199,0.45889097452163696,0.45116743445396423,,,
0.0003000000142492354,0,9.999999747378752e-05,249,0.27398204803466797,0.4682427644729614,,,
0.0003000000142492354,0,9.999999747378752e-05,299,0.3081200122833252,0.4919680953025818,,,
0.0003000000142492354,0,9.999999747378752e-05,349,0.2703186869621277,0.522320032119751,,,
0.0003000000142492354,0,9.999999747378752e-05,399,0.4561501145362854,0.39765727519989014,,,
0.0003000000142492354,0,9.999999747378752e-05,449,0.2386094033718109,0.49400943517684937,,,
,0,,459,,,0.7579855919532418,0.17934547364711761,1.0071030855178833
0.0003000000142492354,1,9.999999747378752e-05,499,0.4738219380378723,0.39965367317199707,,,
0.0003000000142492354,1,9.999999747378752e-05,549,0.29415059089660645,0.5004701614379883,,,
0.0003000000142492354,1,9.999999747378752e-05,599,0.26661941409111023,0.5452065467834473,,,
0.0003000000142492354,1,9.999999747378752e-05,649,0.3589910566806793,0.3828579783439636,,,
0.0003000000142492354,1,9.999999747378752e-05,699,0.27906525135040283,0.5180641412734985,,,
0.0003000000142492354,1,9.999999747378752e-05,749,0.26727956533432007,0.5162602066993713,,,
0.0003000000142492354,1,9.999999747378752e-05,799,0.4343717098236084,0.5145608186721802,,,
0.0003000000142492354,1,9.999999747378752e-05,849,0.28623032569885254,0.5445861220359802,,,
0.0003000000142492354,1,9.999999747378752e-05,899,0.35166460275650024,0.4491887390613556,,,
,1,,919,,,0.4999320375152916,0.19833262264728546,0.5053620338439941
0.0003000000142492354,2,9.999999747378752e-05,949,0.44008123874664307,0.7949963212013245,,,
0.0003000000142492354,2,9.999999747378752e-05,999,0.07576517760753632,0.8051106929779053,,,
0.0003000000142492354,2,9.999999747378752e-05,1049,0.17527611553668976,0.7813746333122253,,,
0.0003000000142492354,2,9.999999747378752e-05,1099,0.06214108690619469,0.9473720788955688,,,
0.0003000000142492354,2,9.999999747378752e-05,1149,0.07267705351114273,0.9650888442993164,,,
0.0003000000142492354,2,9.999999747378752e-05,1199,0.056210339069366455,0.8970150947570801,,,
