epoch,knn_accuracy,step,train_discriminator_loss,train_generator_loss,validation_discriminator_accuracy,validation_discriminator_loss,validation_generator_loss
0,,49,0.3540552258491516,0.6519659757614136,,,
0,,99,0.47772276401519775,0.4560837745666504,,,
0,,149,0.5357377529144287,0.33789458870887756,,,
0,,199,0.28203970193862915,0.5686438679695129,,,
0,,249,0.453530877828598,0.3953891098499298,,,
0,,299,0.33969759941101074,0.4663074016571045,,,
0,,349,0.30505406856536865,0.4582027196884155,,,
0,,399,0.35404685139656067,0.49089115858078003,,,
0,,449,0.31963708996772766,0.4963923990726471,,,
0,0.2393331229686737,459,,,0.5,0.3004377782344818,0.5871973037719727
1,,499,0.3211117386817932,0.6573892831802368,,,
1,,549,0.3897760808467865,0.4522401988506317,,,
1,,599,0.19444221258163452,0.7299990057945251,,,
1,,649,0.33666837215423584,0.4312272071838379,,,
1,,699,0.22295363247394562,0.7966423630714417,,,
1,,749,0.35135775804519653,0.41087067127227783,,,
1,,799,0.256517231464386,0.5395510196685791,,,
1,,849,0.48841267824172974,0.47658663988113403,,,
1,,899,0.213845893740654,0.7299169301986694,,,
1,0.24723359942436218,919,,,0.5104662226450999,0.2630213797092438,0.5586733222007751
2,,949,0.3176266551017761,0.4449390470981598,,,
2,,999,0.39007657766342163,0.6093270182609558,,,
2,,1049,0.22898444533348083,0.8032612204551697,,,
2,,1099,0.28154855966567993,0.6381489634513855,,,
2,,1149,0.13564886152744293,0.9191223382949829,,,
2,,1199,0.10913970321416855,0.8634897470474243,,,
2,,1249,0.06593994796276093,0.9069312810897827,,,
2,,1299,0.046564482152462006,0.9113914966583252,,,
2,,1349,0.051208239048719406,0.9181681275367737,,,
2,0.4735834002494812,1379,,,0.5795161071088759,0.45308229327201843,0.44898778200149536
3,,1399,0.04608776047825813,0.884290337562561,,,
3,,1449,0.07537426054477692,0.9287106990814209,,,
3,,1499,0.06160177290439606,0.9624117016792297,,,
3,,1549,0.054761335253715515,0.9400264024734497,,,
3,,1599,0.0684761106967926,0.896080732345581,,,
3,,1649,0.06571845710277557,0.9095858335494995,,,
3,,1699,0.06562802940607071,0.9455671310424805,,,
3,,1749,0.04569116234779358,0.9152287244796753,,,
3,,1799,0.08633051812648773,0.8739597797393799,,,
3,0.46700820326805115,1839,,,0.8650944678537448,0.07753869146108627,1.0896034240722656
4,,1849,0.04277551546692848,0.9047214388847351,,,
4,,1899,0.06511512398719788,0.9101011157035828,,,
4,,1949,0.08822882175445557,0.9007245302200317,,,
4,,1999,0.07004525512456894,0.9202612638473511,,,
4,,2049,0.07064948976039886,0.7835988998413086,,,
4,,2099,0.08800186216831207,0.8588966131210327,,,
4,,2149,0.0784674882888794,0.8654640316963196,,,
4,,2199,0.05279134586453438,0.914364218711853,,,
4,,2249,0.08904033154249191,0.9264527559280396,,,
4,,2299,0.06448464840650558,0.9179747104644775,,,
4,0.4726055860519409,2299,,,0.9003669974174255,0.08412622660398483,1.1652213335037231
5,,2349,0.09456152468919754,0.9393576383590698,,,
5,,2399,0.09770333766937256,0.9095282554626465,,,
5,,2449,0.0970257893204689,0.9145702719688416,,,
5,,2499,0.1229175329208374,0.7634592056274414,,,
5,,2549,0.1472359597682953,0.8212982416152954,,,
5,,2599,0.14897975325584412,0.776324987411499,,,
5,,2649,0.14575256407260895,0.7557255029678345,,,
5,,2699,0.12518644332885742,0.8288293480873108,,,
5,,2749,0.13513535261154175,0.8016396164894104,,,
5,0.47354328632354736,2759,,,0.6109147750441756,0.15807947516441345,0.7386903762817383
6,,2799,0.09981494396924973,0.723474383354187,,,
6,,2849,0.09222365915775299,0.7791897058486938,,,
6,,2899,0.11156991124153137,0.816163182258606,,,
6,,2949,0.10132654011249542,0.9068543910980225,,,
6,,2999,0.10805287212133408,0.9595274925231934,,,
6,,3049,0.09990398585796356,0.8462544083595276,,,
6,,3099,0.06968602538108826,0.8664119839668274,,,
6,,3149,0.08386728912591934,0.8046796917915344,,,
6,,3199,0.1119644045829773,0.825005054473877,,,
6,0.49583926796913147,3219,,,0.7798015495446513,0.0981413871049881,0.9707534909248352
7,,3249,0.12331949174404144,0.7873066663742065,,,
7,,3299,0.10097924619913101,0.8364779949188232,,,
7,,3349,0.0916154757142067,0.8613238334655762,,,
7,,3399,0.046703632920980453,0.8199329376220703,,,
7,,3449,0.08916396647691727,0.880049467086792,,,
7,,3499,0.05198896676301956,0.8406651020050049,,,
7,,3549,0.11186206340789795,0.9444682002067566,,,
7,,3599,0.08553530275821686,0.8645501136779785,,,
7,,3649,0.11099592596292496,0.8480751514434814,,,
7,0.5212469100952148,3679,,,0.6798966970232432,0.09214161336421967,0.8660644888877869
8,,3699,0.1038401648402214,0.8766380548477173,,,
8,,3749,0.12982076406478882,0.7807142734527588,,,
