epoch,step,train_discriminator_loss,train_generator_loss,validation_discriminator_loss,validation_generator_loss
0,1,,,0.24668265879154205,0.45502692461013794
1,3,,,0.21624881029129028,0.42291396856307983
2,5,,,0.20675474405288696,0.39973777532577515
3,7,,,0.21603964269161224,0.456814706325531
4,9,,,0.22993484139442444,0.40785014629364014
5,11,,,0.24183478951454163,0.43656978011131287
6,13,,,0.22631096839904785,0.3969165086746216
7,15,,,0.22447636723518372,0.4269217848777771
8,17,,,0.21162715554237366,0.42059680819511414
9,19,,,0.21125468611717224,0.40681877732276917
10,21,,,0.21320763230323792,0.43205133080482483
11,23,,,0.19685246050357819,0.4312240481376648
12,25,,,0.23518887162208557,0.41482073068618774
13,27,,,0.2212938666343689,0.3690028190612793
14,29,,,0.19800126552581787,0.4233078062534332
15,31,,,0.2254067361354828,0.3923155963420868
16,33,,,0.20263716578483582,0.41464948654174805
17,35,,,0.20895928144454956,0.4328811764717102
18,37,,,0.20617912709712982,0.44959577918052673
19,39,,,0.224479079246521,0.4206520617008209
20,41,,,0.23740234971046448,0.4060194194316864
21,43,,,0.22389689087867737,0.3895113170146942
22,45,,,0.22537484765052795,0.417708158493042
23,47,,,0.21161529421806335,0.37604808807373047
24,49,0.27592501044273376,1.0021445751190186,,
24,49,,,0.21118202805519104,0.43052199482917786
25,51,,,0.22044146060943604,0.4604181945323944
26,53,,,0.23120932281017303,0.40752559900283813
27,55,,,0.25194284319877625,0.4534396529197693
28,57,,,0.21455034613609314,0.4064481258392334
29,59,,,0.21118097007274628,0.4470752477645874
30,61,,,0.20230959355831146,0.43178969621658325
31,63,,,0.21338500082492828,0.39984625577926636
32,65,,,0.2436220347881317,0.39831650257110596
33,67,,,0.22539354860782623,0.43506675958633423
34,69,,,0.22710025310516357,0.3790232837200165
35,71,,,0.23326736688613892,0.4367571175098419
36,73,,,0.19732797145843506,0.4384547472000122
37,75,,,0.22686657309532166,0.4693070352077484
38,77,,,0.23537121713161469,0.42307478189468384
39,79,,,0.21648761630058289,0.41344231367111206
40,81,,,0.22554060816764832,0.4544053077697754
41,83,,,0.21672043204307556,0.4439874589443207
42,85,,,0.2226114720106125,0.4753821790218353
43,87,,,0.2459925413131714,0.3864627480506897
44,89,,,0.2269417941570282,0.3631569743156433
45,91,,,0.22950151562690735,0.36989498138427734
46,93,,,0.21386229991912842,0.4502575993537903
47,95,,,0.2060418576002121,0.3940194845199585
48,97,,,0.23125191032886505,0.44098079204559326
49,99,0.2421237975358963,0.608077347278595,,
49,99,,,0.19154313206672668,0.44007426500320435
50,101,,,0.21506235003471375,0.3943215608596802
51,103,,,0.23030105233192444,0.41852980852127075
52,105,,,0.2132212519645691,0.39256060123443604
53,107,,,0.227433979511261,0.4035922586917877
54,109,,,0.21745523810386658,0.3905104398727417
55,111,,,0.2291564792394638,0.4145191013813019
56,113,,,0.22501309216022491,0.4737372100353241
57,115,,,0.2297200858592987,0.41501808166503906
58,117,,,0.20814301073551178,0.4522184133529663
59,119,,,0.22936049103736877,0.4397481083869934
60,121,,,0.22956928610801697,0.37769392132759094
61,123,,,0.20789864659309387,0.4484979808330536
62,125,,,0.21737325191497803,0.4669516086578369
63,127,,,0.22760820388793945,0.4388236403465271
64,129,,,0.23371650278568268,0.4100729823112488
65,131,,,0.21884095668792725,0.41631191968917847
66,133,,,0.2306593656539917,0.37651750445365906
67,135,,,0.22080399096012115,0.4141727089881897
68,137,,,0.19295251369476318,0.4231988191604614
69,139,,,0.238073468208313,0.47738927602767944
70,141,,,0.21825990080833435,0.41380730271339417
71,143,,,0.2040659636259079,0.44423824548721313
72,145,,,0.19068148732185364,0.4558791220188141
73,147,,,0.19376403093338013,0.4102492928504944
74,149,0.1358858048915863,0.4719714820384979,,
74,149,,,0.20855624973773956,0.4113374948501587
75,151,,,0.22471733391284943,0.45091041922569275
76,153,,,0.20053113996982574,0.4581145644187927
77,155,,,0.24777071177959442,0.3970526456832886
78,157,,,0.2061569094657898,0.40036851167678833
79,159,,,0.1979348361492157,0.4131728410720825
80,161,,,0.21386881172657013,0.4406101703643799
81,163,,,0.2776910662651062,0.4248737692832947
82,165,,,0.22531560063362122,0.45825865864753723
83,167,,,0.22294935584068298,0.396553635597229
84,169,,,0.22620290517807007,0.43842417001724243
85,171,,,0.2008829116821289,0.4409465789794922
86,173,,,0.19513581693172455,0.4378476142883301
