epoch,knn_accuracy,step,train_discriminator_loss,train_generator_loss,validation_discriminator_accuracy,validation_discriminator_loss,validation_generator_loss
0,,49,0.10448265820741653,0.8937262296676636,,,
0,,99,0.13421781361103058,0.8796605467796326,,,
0,,149,0.2871599793434143,0.7408934831619263,,,
0,,199,0.4143272042274475,0.31428587436676025,,,
0,,249,0.44964712858200073,0.42198532819747925,,,
0,,299,0.30291521549224854,0.47074663639068604,,,
0,,349,0.3844541907310486,0.4120091199874878,,,
0,,399,0.3508737087249756,0.6394915580749512,,,
0,,449,0.3076167702674866,0.4360133707523346,,,
0,0.24451620876789093,459,,,0.5095147478591817,0.23021861910820007,0.8132472038269043
1,,499,0.42922744154930115,0.4649520218372345,,,
1,,549,0.30125609040260315,0.5084013938903809,,,
1,,599,0.5369081497192383,0.3253198564052582,,,
1,,649,0.1352614462375641,0.8310339450836182,,,
1,,699,0.35510560870170593,0.49763044714927673,,,
1,,749,0.22387927770614624,0.6783446073532104,,,
1,,799,0.23177456855773926,0.5503995418548584,,,
1,,849,0.18074645102024078,0.7846742868423462,,,
1,,899,0.10008323192596436,0.9730188846588135,,,
1,0.46634888648986816,919,,,0.6682751121380998,0.1833042949438095,0.7606950402259827
2,,949,0.0801880806684494,0.916761040687561,,,
2,,999,0.05216369032859802,0.9706593155860901,,,
2,,1049,0.042206231504678726,0.941426157951355,,,
2,,1099,0.0695243775844574,0.9298586845397949,,,
2,,1149,0.046383216977119446,0.8796619176864624,,,
2,,1199,0.04091885685920715,0.856704592704773,,,
2,,1249,0.06469123065471649,0.8904283046722412,,,
2,,1299,0.03572770953178406,0.9229298830032349,,,
2,,1349,0.04011475667357445,0.9234691858291626,,,
2,0.45751067996025085,1379,,,0.7723936387114313,0.09433284401893616,0.9454087615013123
3,,1399,0.06235559284687042,0.9193256497383118,,,
3,,1449,0.03810930997133255,0.9340368509292603,,,
3,,1499,0.05814912170171738,0.81324303150177,,,
3,,1549,0.06686709076166153,0.9466948509216309,,,
3,,1599,0.0995330959558487,0.8497787117958069,,,
3,,1649,0.0629224106669426,0.9038078784942627,,,
3,,1699,0.09071782231330872,0.9089592099189758,,,
3,,1749,0.06113917753100395,0.8765431046485901,,,
3,,1799,0.07818368077278137,0.9091581702232361,,,
3,0.4716678559780121,1839,,,0.7318879978252005,0.07974963635206223,0.937649667263031
4,,1849,0.09338060766458511,0.8172380924224854,,,
4,,1899,0.08127915859222412,0.864642858505249,,,
4,,1949,0.04999574273824692,0.8065721988677979,,,
4,,1999,0.1304745078086853,0.7493146061897278,,,
4,,2049,0.15063247084617615,0.7924255132675171,,,
4,,2099,0.19392769038677216,0.7314997911453247,,,
4,,2149,0.12086237967014313,0.7532035112380981,,,
4,,2199,0.11431083083152771,0.8606894016265869,,,
4,,2249,0.18927361071109772,0.8456663489341736,,,
4,,2299,0.09885306656360626,0.8124876022338867,,,
4,0.49316197633743286,2299,,,0.5452630148158216,0.18717294931411743,0.5968987941741943
5,,2349,0.1354050636291504,0.8192769289016724,,,
5,,2399,0.11706633865833282,0.842584490776062,,,
5,,2449,0.11753635108470917,0.8617000579833984,,,
5,,2499,0.10461748391389847,0.8471466302871704,,,
5,,2549,0.09466080367565155,0.8246109485626221,,,
5,,2599,0.07490962743759155,0.8665478825569153,,,
5,,2649,0.10569606721401215,0.8596217632293701,,,
5,,2699,0.09640094637870789,0.8206769227981567,,,
5,,2749,0.08507278561592102,0.8878588676452637,,,
5,0.4999554455280304,2759,,,0.6281092836754112,0.13700102269649506,0.777254045009613
6,,2799,0.09991616010665894,0.8595210313796997,,,
6,,2849,0.09034298360347748,0.867172122001648,,,
6,,2899,0.06815933436155319,0.8594711422920227,,,
6,,2949,0.0802009254693985,0.9290675520896912,,,
6,,2999,0.0674266666173935,0.9486817717552185,,,
6,,3049,0.14874306321144104,0.9721815586090088,,,
6,,3099,0.11462043225765228,0.9077640771865845,,,
6,,3149,0.05618785321712494,0.8180257081985474,,,
6,,3199,0.08619584143161774,0.9207068681716919,,,
6,0.5298534631729126,3219,,,0.5473698518417833,0.15841586887836456,0.661673367023468
7,,3249,0.06019773334264755,0.8867273926734924,,,
7,,3299,0.07171204686164856,0.9267349243164062,,,
7,,3349,0.12799635529518127,0.813138484954834,,,
7,,3399,0.051586050540208817,0.8296750783920288,,,
7,,3449,0.0711861401796341,0.8495911359786987,,,
7,,3499,0.06866417080163956,0.8797343969345093,,,
7,,3549,0.047809675335884094,0.9570665955543518,,,
7,,3599,0.082918182015419,0.926701009273529,,,
7,,3649,0.07373404502868652,0.9508590698242188,,,
7,0.5301117897033691,3679,,,0.5197091205654478,0.17337903380393982,0.6126492619514465
8,,3699,0.04612717777490616,0.9335275888442993,,,
8,,3749,0.09981928020715714,0.9230743646621704,,,
8,,3799,0.06001574546098709,0.8846422433853149,,,
8,,3849,0.053321048617362976,0.9006081819534302,,,
8,,3899,0.03182484954595566,0.9884454011917114,,,
8,,3949,0.08890776336193085,0.9157347679138184,,,
8,,3999,0.047462210059165955,0.881648063659668,,,
8,,4049,0.03164464607834816,0.9634270071983337,,,
8,,4099,0.04125252738595009,0.9145987033843994,,,
8,0.5170883536338806,4139,,,0.5308549680576322,0.12266290932893753,0.6843558549880981
9,,4149,0.05452611669898033,0.9830719232559204,,,
9,,4199,0.04912114143371582,1.0053272247314453,,,
9,,4249,0.0476144514977932,0.9546273946762085,,,
9,,4299,0.0408145897090435,0.8807696104049683,,,
9,,4349,0.07696957886219025,0.9670732021331787,,,
9,,4399,0.035268332809209824,0.9017265439033508,,,
9,,4449,0.0283774696290493,0.9021639823913574,,,
9,,4499,0.04908716678619385,0.9415193796157837,,,
9,,4549,0.02701415866613388,0.9503083229064941,,,
9,,4599,0.06079685315489769,0.9920994639396667,,,
9,0.5237460136413574,4599,,,0.5837977436455076,0.08714523911476135,0.7978739142417908
